name,Scientific Name,Endemic Status,Conservation Status,forest,city,Region,Unique Fact,Season,active
Aloe Vera,Cactaceae,No,Least Concern,Coastal Forests,Jaipur,Central India,Survives in arid climates,monsoon,night
Cactus,Azadirachta indica,Yes,Endangered,Orchards,Mumbai,Central India,National flower of India,winter,morning
Neem Tree,Rosa indica,No,Least Concern,Rainforests,Ahmedabad,Northeast India,Fast-growing and high yield,spring,night
Sunflower,Ocimum sanctum,No,Near Threatened,Coastal Forests,Chennai,Northeast India,Produces delicious fruit,summer,night
Cactus,Musa acuminata,No,Vulnerable,Wetlands,Mumbai,North India,Healing properties for skin,spring,night
Tulsi,Azadirachta indica,No,Least Concern,Urban Gardens,Nagpur,North India,Survives in arid climates,monsoon,afternoon
Sunflower,Pinus,Yes,Vulnerable,Mountains,Amravati,Central India,Symbol of love and beauty,summer,morning
Tulsi,Nelumbo nucifera,No,Vulnerable,Grasslands,Chennai,West India,Turns towards the sun,monsoon,night
Banana Plant,Pinus,Yes,Least Concern,Deserts,Jaipur,Northeast India,Turns towards the sun,summer,morning
Rose,Musa acuminata,No,Least Concern,Coastal Forests,Nagpur,South India,Sacred plant in India,spring,night
Neem Tree,Mangifera indica,No,Endangered,Coastal Forests,Hyderabad,Central India,Turns towards the sun,winter,morning
Lotus,Rosa indica,No,Least Concern,Wetlands,Jaipur,Central India,Sacred plant in India,spring,morning
Cactus,Pinus,Yes,Least Concern,Grasslands,Pune,Central India,Produces delicious fruit,summer,afternoon
Banana Plant,Aloe barbadensis,No,Endangered,Urban Gardens,Kolkata,West India,Produces delicious fruit,summer,morning
Lotus,Azadirachta indica,No,Vulnerable,Orchards,Bangalore,East India,Sacred plant in India,winter,night
Tulsi,Musa acuminata,Yes,Endangered,Fields,Chennai,South India,Evergreen and long-lived,winter,afternoon
Banana Plant,Cactaceae,Yes,Least Concern,Grasslands,Jaipur,Northeast India,National flower of India,summer,morning
Sunflower,Mangifera indica,Yes,Least Concern,Grasslands,Ahmedabad,Central India,Produces delicious fruit,spring,night
Cactus,Helianthus annuus,Yes,Near Threatened,Mountains,Kolkata,North India,Sacred plant in India,summer,night
Aloe Vera,Pinus,Yes,Vulnerable,Tropical Forests,Nagpur,Central India,Evergreen and long-lived,spring,night
Mango Tree,Musa acuminata,Yes,Endangered,Deserts,Pune,West India,Evergreen and long-lived,winter,afternoon
Lotus,Rosa indica,Yes,Least Concern,Deserts,Chennai,West India,Sacred plant in India,winter,morning
Rose,Nelumbo nucifera,No,Least Concern,Urban Gardens,Amravati,North India,Survives in arid climates,winter,afternoon
Cactus,Pinus,Yes,Near Threatened,Orchards,Jaipur,Northeast India,National flower of India,summer,night
Aloe Vera,Nelumbo nucifera,No,Near Threatened,Mountains,Nagpur,South India,Survives in arid climates,monsoon,afternoon
Tulsi,Ocimum sanctum,No,Near Threatened,Urban Gardens,Amravati,Northeast India,Turns towards the sun,monsoon,afternoon
Tulsi,Azadirachta indica,No,Near Threatened,Grasslands,Lucknow,East India,Symbol of love and beauty,summer,afternoon
Aloe Vera,Musa acuminata,Yes,Near Threatened,Deserts,Mumbai,West India,Fast-growing and high yield,spring,afternoon
Sunflower,Helianthus annuus,No,Near Threatened,Tropical Forests,Amravati,West India,Symbol of love and beauty,spring,morning
Tulsi,Musa acuminata,Yes,Endangered,Grasslands,Nagpur,Northeast India,Healing properties for skin,summer,afternoon
Banana Plant,Musa acuminata,No,Least Concern,Grasslands,Ahmedabad,Northeast India,Produces delicious fruit,spring,night
Aloe Vera,Azadirachta indica,Yes,Endangered,Deserts,Hyderabad,Central India,National flower of India,spring,morning
Lotus,Mangifera indica,Yes,Endangered,Urban Gardens,Pune,West India,Fast-growing and high yield,spring,night
Cactus,Aloe barbadensis,Yes,Near Threatened,Grasslands,Jaipur,West India,Evergreen and long-lived,spring,afternoon
Banana Plant,Azadirachta indica,No,Vulnerable,Deserts,Lucknow,East India,Fast-growing and high yield,winter,morning
Cactus,Pinus,Yes,Endangered,Grasslands,Ahmedabad,East India,Turns towards the sun,winter,morning
Neem Tree,Mangifera indica,Yes,Least Concern,Mountains,Mumbai,South India,Evergreen and long-lived,summer,night
Sunflower,Cactaceae,No,Endangered,Tropical Forests,Pune,South India,Symbol of love and beauty,monsoon,afternoon
Tulsi,Mangifera indica,No,Near Threatened,Wetlands,Pune,West India,Sacred plant in India,summer,afternoon
Pine Tree,Rosa indica,No,Near Threatened,Rainforests,Kolkata,East India,Healing properties for skin,spring,morning
Lotus,Aloe barbadensis,No,Least Concern,Mountains,Chennai,North India,Produces delicious fruit,summer,night
Aloe Vera,Ocimum sanctum,No,Least Concern,Wetlands,Bangalore,South India,Evergreen and long-lived,spring,afternoon
Pine Tree,Musa acuminata,Yes,Vulnerable,Coastal Forests,Amravati,North India,Evergreen and long-lived,summer,night
Pine Tree,Cactaceae,Yes,Vulnerable,Rainforests,Mumbai,North India,Turns towards the sun,winter,morning
Neem Tree,Mangifera indica,No,Least Concern,Mountains,Hyderabad,North India,Healing properties for skin,winter,night
Banana Plant,Ocimum sanctum,Yes,Endangered,Mountains,Bangalore,North India,National flower of India,spring,afternoon
Aloe Vera,Musa acuminata,Yes,Least Concern,Coastal Forests,Kolkata,East India,Survives in arid climates,monsoon,morning
Pine Tree,Musa acuminata,Yes,Near Threatened,Coastal Forests,Nagpur,East India,Turns towards the sun,monsoon,afternoon
Cactus,Ocimum sanctum,Yes,Near Threatened,Deserts,Delhi,Northeast India,National flower of India,summer,morning
Tulsi,Aloe barbadensis,No,Endangered,Tropical Forests,Ahmedabad,West India,Known for medicinal properties,summer,morning
Banana Plant,Aloe barbadensis,No,Vulnerable,Fields,Nagpur,West India,Fast-growing and high yield,summer,afternoon
Cactus,Pinus,Yes,Vulnerable,Coastal Forests,Bangalore,East India,Known for medicinal properties,summer,morning
Tulsi,Musa acuminata,No,Least Concern,Orchards,Mumbai,West India,Healing properties for skin,monsoon,afternoon
Mango Tree,Nelumbo nucifera,No,Near Threatened,Rainforests,Jaipur,South India,Evergreen and long-lived,spring,afternoon
Banana Plant,Azadirachta indica,No,Vulnerable,Deserts,Amravati,South India,Turns towards the sun,spring,afternoon
Cactus,Musa acuminata,No,Vulnerable,Orchards,Nagpur,Northeast India,National flower of India,summer,night
Tulsi,Aloe barbadensis,No,Least Concern,Orchards,Kolkata,Northeast India,Healing properties for skin,spring,afternoon
Mango Tree,Pinus,Yes,Vulnerable,Deserts,Mumbai,Northeast India,Symbol of love and beauty,winter,morning
Neem Tree,Mangifera indica,No,Least Concern,Grasslands,Hyderabad,Northeast India,Survives in arid climates,monsoon,night
Aloe Vera,Helianthus annuus,Yes,Endangered,Fields,Nagpur,East India,Fast-growing and high yield,winter,afternoon
Cactus,Musa acuminata,No,Vulnerable,Tropical Forests,Amravati,West India,Produces delicious fruit,monsoon,afternoon
Tulsi,Nelumbo nucifera,Yes,Endangered,Wetlands,Nagpur,Central India,Evergreen and long-lived,spring,afternoon
Sunflower,Ocimum sanctum,Yes,Endangered,Mountains,Bangalore,North India,Fast-growing and high yield,spring,night
Lotus,Nelumbo nucifera,No,Endangered,Grasslands,Hyderabad,East India,National flower of India,spring,night
Banana Plant,Helianthus annuus,No,Near Threatened,Fields,Kolkata,Northeast India,Healing properties for skin,spring,night
Pine Tree,Musa acuminata,No,Endangered,Rainforests,Kolkata,Northeast India,Healing properties for skin,winter,night
Tulsi,Nelumbo nucifera,No,Near Threatened,Deserts,Lucknow,Central India,Sacred plant in India,spring,afternoon
Banana Plant,Nelumbo nucifera,No,Vulnerable,Fields,Mumbai,Northeast India,Known for medicinal properties,monsoon,afternoon
Tulsi,Helianthus annuus,Yes,Least Concern,Mountains,Chennai,North India,National flower of India,summer,morning
Lotus,Mangifera indica,Yes,Least Concern,Wetlands,Delhi,Northeast India,Known for medicinal properties,winter,morning
Sunflower,Azadirachta indica,Yes,Least Concern,Fields,Nagpur,Central India,National flower of India,winter,night
Sunflower,Aloe barbadensis,No,Least Concern,Fields,Pune,West India,Survives in arid climates,winter,morning
Rose,Aloe barbadensis,Yes,Vulnerable,Urban Gardens,Nagpur,North India,Survives in arid climates,spring,night
Sunflower,Helianthus annuus,No,Near Threatened,Mountains,Chennai,Central India,Evergreen and long-lived,monsoon,afternoon
Rose,Cactaceae,No,Least Concern,Urban Gardens,Bangalore,East India,National flower of India,monsoon,afternoon
Tulsi,Nelumbo nucifera,No,Near Threatened,Coastal Forests,Jaipur,South India,Produces delicious fruit,spring,night
Lotus,Aloe barbadensis,Yes,Near Threatened,Tropical Forests,Chennai,Central India,Turns towards the sun,winter,night
Aloe Vera,Aloe barbadensis,No,Vulnerable,Fields,Nagpur,Northeast India,National flower of India,spring,night
Pine Tree,Rosa indica,Yes,Near Threatened,Mountains,Pune,Northeast India,Turns towards the sun,monsoon,afternoon
Aloe Vera,Musa acuminata,Yes,Near Threatened,Tropical Forests,Nagpur,North India,Survives in arid climates,monsoon,afternoon
Lotus,Ocimum sanctum,No,Vulnerable,Urban Gardens,Lucknow,South India,Sacred plant in India,winter,afternoon
Banana Plant,Pinus,Yes,Endangered,Grasslands,Mumbai,North India,Evergreen and long-lived,winter,afternoon
Aloe Vera,Azadirachta indica,Yes,Near Threatened,Fields,Kolkata,South India,Healing properties for skin,winter,morning
Lotus,Rosa indica,Yes,Least Concern,Urban Gardens,Mumbai,South India,Symbol of love and beauty,monsoon,night
Lotus,Pinus,Yes,Least Concern,Deserts,Pune,South India,Sacred plant in India,monsoon,morning
Aloe Vera,Ocimum sanctum,No,Least Concern,Urban Gardens,Lucknow,North India,Turns towards the sun,spring,night
Banana Plant,Azadirachta indica,Yes,Vulnerable,Orchards,Pune,Central India,National flower of India,winter,night
Neem Tree,Azadirachta indica,No,Vulnerable,Tropical Forests,Chennai,Northeast India,National flower of India,spring,morning
Sunflower,Ocimum sanctum,Yes,Endangered,Orchards,Bangalore,West India,Healing properties for skin,spring,morning
Neem Tree,Pinus,No,Near Threatened,Fields,Jaipur,North India,Turns towards the sun,summer,afternoon
Lotus,Cactaceae,No,Least Concern,Wetlands,Jaipur,Northeast India,Fast-growing and high yield,spring,morning
Tulsi,Nelumbo nucifera,Yes,Least Concern,Urban Gardens,Jaipur,West India,Sacred plant in India,winter,morning
Pine Tree,Rosa indica,Yes,Endangered,Wetlands,Bangalore,South India,Known for medicinal properties,monsoon,morning
Mango Tree,Cactaceae,Yes,Vulnerable,Rainforests,Nagpur,East India,Produces delicious fruit,winter,afternoon
Tulsi,Mangifera indica,No,Least Concern,Wetlands,Chennai,Central India,Fast-growing and high yield,spring,night
Tulsi,Nelumbo nucifera,No,Least Concern,Orchards,Bangalore,Central India,Sacred plant in India,monsoon,morning
Banana Plant,Ocimum sanctum,Yes,Vulnerable,Grasslands,Ahmedabad,North India,National flower of India,summer,morning
Pine Tree,Rosa indica,No,Least Concern,Rainforests,Chennai,Central India,Healing properties for skin,winter,afternoon
Tulsi,Aloe barbadensis,No,Least Concern,Fields,Jaipur,East India,Evergreen and long-lived,spring,morning
Pine Tree,Pinus,No,Least Concern,Tropical Forests,Nagpur,West India,Symbol of love and beauty,monsoon,morning
Mango Tree,Rosa indica,Yes,Near Threatened,Tropical Forests,Chennai,West India,Sacred plant in India,summer,afternoon
Rose,Azadirachta indica,No,Near Threatened,Deserts,Delhi,North India,National flower of India,winter,afternoon
Neem Tree,Nelumbo nucifera,No,Endangered,Mountains,Mumbai,West India,Survives in arid climates,winter,night
Cactus,Aloe barbadensis,Yes,Vulnerable,Deserts,Chennai,East India,Turns towards the sun,monsoon,afternoon
Banana Plant,Cactaceae,No,Vulnerable,Deserts,Ahmedabad,North India,National flower of India,winter,night
Lotus,Musa acuminata,Yes,Vulnerable,Rainforests,Pune,Northeast India,Symbol of love and beauty,winter,morning
Rose,Ocimum sanctum,Yes,Near Threatened,Deserts,Mumbai,West India,Symbol of love and beauty,spring,night
Sunflower,Pinus,Yes,Near Threatened,Urban Gardens,Nagpur,East India,Turns towards the sun,monsoon,afternoon
Tulsi,Pinus,No,Least Concern,Coastal Forests,Amravati,Northeast India,Healing properties for skin,spring,afternoon
Rose,Ocimum sanctum,No,Vulnerable,Urban Gardens,Hyderabad,North India,Survives in arid climates,monsoon,night
Mango Tree,Mangifera indica,Yes,Vulnerable,Grasslands,Amravati,South India,National flower of India,summer,morning
Lotus,Azadirachta indica,Yes,Least Concern,Rainforests,Ahmedabad,East India,Turns towards the sun,summer,night
Mango Tree,Rosa indica,No,Near Threatened,Grasslands,Ahmedabad,Northeast India,Known for medicinal properties,spring,afternoon
Lotus,Pinus,Yes,Least Concern,Deserts,Chennai,West India,Survives in arid climates,summer,night
Tulsi,Nelumbo nucifera,Yes,Near Threatened,Grasslands,Jaipur,North India,Turns towards the sun,winter,morning
Mango Tree,Aloe barbadensis,Yes,Endangered,Grasslands,Bangalore,West India,Sacred plant in India,monsoon,afternoon
Neem Tree,Mangifera indica,Yes,Near Threatened,Mountains,Pune,Northeast India,National flower of India,spring,morning
Rose,Mangifera indica,No,Endangered,Wetlands,Hyderabad,Central India,Sacred plant in India,winter,afternoon
Cactus,Pinus,Yes,Least Concern,Tropical Forests,Lucknow,East India,Fast-growing and high yield,monsoon,morning
Neem Tree,Helianthus annuus,No,Near Threatened,Grasslands,Delhi,South India,Turns towards the sun,summer,afternoon
Pine Tree,Azadirachta indica,Yes,Least Concern,Wetlands,Mumbai,West India,Sacred plant in India,summer,afternoon
Lotus,Ocimum sanctum,Yes,Vulnerable,Coastal Forests,Jaipur,Northeast India,Symbol of love and beauty,summer,afternoon
Aloe Vera,Nelumbo nucifera,Yes,Vulnerable,Deserts,Chennai,South India,Survives in arid climates,summer,afternoon
Tulsi,Mangifera indica,No,Vulnerable,Deserts,Jaipur,West India,Fast-growing and high yield,spring,afternoon
Neem Tree,Pinus,Yes,Near Threatened,Fields,Amravati,West India,Fast-growing and high yield,summer,night
Lotus,Cactaceae,Yes,Endangered,Coastal Forests,Nagpur,Northeast India,Symbol of love and beauty,summer,morning
Banana Plant,Nelumbo nucifera,No,Near Threatened,Orchards,Mumbai,Central India,Healing properties for skin,monsoon,morning
Rose,Ocimum sanctum,Yes,Least Concern,Wetlands,Lucknow,Northeast India,Sacred plant in India,winter,morning
Tulsi,Mangifera indica,No,Vulnerable,Wetlands,Bangalore,East India,Turns towards the sun,spring,morning
Neem Tree,Rosa indica,No,Near Threatened,Rainforests,Hyderabad,South India,Fast-growing and high yield,spring,afternoon
Mango Tree,Ocimum sanctum,No,Least Concern,Fields,Mumbai,North India,Turns towards the sun,monsoon,morning
Cactus,Ocimum sanctum,Yes,Least Concern,Fields,Bangalore,Northeast India,Turns towards the sun,spring,night
Cactus,Cactaceae,No,Least Concern,Rainforests,Bangalore,South India,Turns towards the sun,spring,afternoon
Lotus,Musa acuminata,Yes,Least Concern,Grasslands,Ahmedabad,East India,Evergreen and long-lived,winter,afternoon
Neem Tree,Ocimum sanctum,Yes,Vulnerable,Mountains,Hyderabad,Northeast India,Known for medicinal properties,spring,night
Aloe Vera,Nelumbo nucifera,Yes,Endangered,Urban Gardens,Delhi,South India,Symbol of love and beauty,winter,afternoon
Rose,Helianthus annuus,No,Least Concern,Grasslands,Delhi,West India,Turns towards the sun,summer,afternoon
Lotus,Nelumbo nucifera,Yes,Near Threatened,Grasslands,Kolkata,East India,National flower of India,monsoon,afternoon
Pine Tree,Cactaceae,Yes,Vulnerable,Deserts,Jaipur,Northeast India,Sacred plant in India,spring,afternoon
Neem Tree,Mangifera indica,No,Near Threatened,Tropical Forests,Chennai,Northeast India,Evergreen and long-lived,monsoon,morning
Lotus,Azadirachta indica,Yes,Endangered,Urban Gardens,Ahmedabad,West India,Fast-growing and high yield,winter,night
Rose,Helianthus annuus,No,Endangered,Tropical Forests,Mumbai,Central India,Known for medicinal properties,summer,afternoon
Lotus,Helianthus annuus,Yes,Near Threatened,Orchards,Delhi,West India,Produces delicious fruit,summer,night
Pine Tree,Pinus,No,Near Threatened,Deserts,Jaipur,North India,Symbol of love and beauty,monsoon,morning
Mango Tree,Nelumbo nucifera,No,Endangered,Wetlands,Bangalore,North India,National flower of India,summer,afternoon
Aloe Vera,Nelumbo nucifera,No,Endangered,Orchards,Ahmedabad,North India,Symbol of love and beauty,summer,afternoon
Sunflower,Rosa indica,Yes,Near Threatened,Rainforests,Bangalore,North India,Evergreen and long-lived,spring,night
Rose,Azadirachta indica,No,Vulnerable,Wetlands,Mumbai,North India,Turns towards the sun,monsoon,afternoon
Aloe Vera,Cactaceae,Yes,Vulnerable,Fields,Ahmedabad,South India,Turns towards the sun,winter,night
Banana Plant,Musa acuminata,No,Vulnerable,Rainforests,Bangalore,West India,Sacred plant in India,summer,night
Neem Tree,Nelumbo nucifera,Yes,Near Threatened,Deserts,Nagpur,North India,Healing properties for skin,monsoon,night
Mango Tree,Musa acuminata,No,Vulnerable,Deserts,Hyderabad,Central India,Turns towards the sun,spring,morning
Banana Plant,Musa acuminata,No,Vulnerable,Orchards,Chennai,East India,Known for medicinal properties,monsoon,night
Tulsi,Ocimum sanctum,Yes,Least Concern,Coastal Forests,Ahmedabad,East India,Turns towards the sun,summer,night
Tulsi,Pinus,No,Vulnerable,Deserts,Ahmedabad,Northeast India,Known for medicinal properties,summer,morning
Lotus,Rosa indica,No,Endangered,Mountains,Jaipur,Northeast India,Symbol of love and beauty,spring,afternoon
Tulsi,Pinus,Yes,Vulnerable,Coastal Forests,Pune,Central India,Symbol of love and beauty,summer,afternoon
Banana Plant,Musa acuminata,No,Least Concern,Coastal Forests,Hyderabad,South India,Fast-growing and high yield,winter,night
Banana Plant,Nelumbo nucifera,Yes,Least Concern,Deserts,Chennai,West India,Sacred plant in India,summer,afternoon
Tulsi,Cactaceae,Yes,Near Threatened,Urban Gardens,Ahmedabad,South India,Turns towards the sun,winter,morning
Aloe Vera,Ocimum sanctum,Yes,Near Threatened,Urban Gardens,Chennai,South India,Fast-growing and high yield,winter,afternoon
Mango Tree,Rosa indica,No,Least Concern,Mountains,Lucknow,Central India,Symbol of love and beauty,spring,afternoon
Neem Tree,Musa acuminata,No,Endangered,Deserts,Hyderabad,East India,National flower of India,spring,afternoon
Sunflower,Musa acuminata,No,Vulnerable,Mountains,Mumbai,West India,Sacred plant in India,summer,afternoon
Banana Plant,Nelumbo nucifera,Yes,Least Concern,Mountains,Amravati,North India,Sacred plant in India,spring,night
Tulsi,Mangifera indica,No,Vulnerable,Mountains,Bangalore,North India,Produces delicious fruit,spring,night
Aloe Vera,Azadirachta indica,No,Near Threatened,Coastal Forests,Chennai,South India,Survives in arid climates,winter,night
Lotus,Azadirachta indica,No,Near Threatened,Mountains,Jaipur,South India,Symbol of love and beauty,spring,afternoon
Rose,Helianthus annuus,No,Least Concern,Coastal Forests,Hyderabad,Northeast India,National flower of India,monsoon,night
Mango Tree,Aloe barbadensis,Yes,Vulnerable,Mountains,Jaipur,Central India,Evergreen and long-lived,spring,afternoon
Aloe Vera,Ocimum sanctum,No,Near Threatened,Urban Gardens,Bangalore,East India,Healing properties for skin,monsoon,night
Cactus,Ocimum sanctum,No,Vulnerable,Mountains,Delhi,North India,Evergreen and long-lived,summer,afternoon
Tulsi,Nelumbo nucifera,No,Least Concern,Wetlands,Lucknow,West India,Produces delicious fruit,winter,morning
Pine Tree,Azadirachta indica,Yes,Vulnerable,Deserts,Chennai,West India,Produces delicious fruit,summer,night
Mango Tree,Aloe barbadensis,No,Least Concern,Tropical Forests,Bangalore,Northeast India,Evergreen and long-lived,winter,afternoon
Banana Plant,Nelumbo nucifera,Yes,Least Concern,Wetlands,Hyderabad,North India,Fast-growing and high yield,summer,night
Mango Tree,Nelumbo nucifera,Yes,Vulnerable,Grasslands,Chennai,North India,Symbol of love and beauty,monsoon,morning
Banana Plant,Mangifera indica,No,Endangered,Rainforests,Pune,East India,Sacred plant in India,summer,morning
Tulsi,Musa acuminata,No,Endangered,Fields,Chennai,West India,Evergreen and long-lived,summer,afternoon
Banana Plant,Helianthus annuus,Yes,Least Concern,Tropical Forests,Kolkata,South India,Healing properties for skin,summer,morning
Mango Tree,Nelumbo nucifera,No,Near Threatened,Urban Gardens,Chennai,South India,National flower of India,winter,afternoon
Rose,Mangifera indica,No,Near Threatened,Tropical Forests,Bangalore,West India,Evergreen and long-lived,winter,night
Rose,Cactaceae,No,Vulnerable,Mountains,Delhi,Central India,Turns towards the sun,monsoon,afternoon
Tulsi,Aloe barbadensis,Yes,Vulnerable,Mountains,Hyderabad,North India,Symbol of love and beauty,monsoon,morning
Mango Tree,Ocimum sanctum,No,Least Concern,Orchards,Bangalore,East India,Evergreen and long-lived,monsoon,night
Rose,Ocimum sanctum,No,Least Concern,Urban Gardens,Ahmedabad,Central India,Known for medicinal properties,spring,afternoon
Lotus,Helianthus annuus,Yes,Near Threatened,Fields,Kolkata,North India,Turns towards the sun,monsoon,morning
Banana Plant,Nelumbo nucifera,Yes,Vulnerable,Fields,Pune,East India,Survives in arid climates,spring,night
Rose,Helianthus annuus,No,Least Concern,Rainforests,Lucknow,West India,National flower of India,summer,night
Tulsi,Aloe barbadensis,Yes,Least Concern,Orchards,Mumbai,West India,Evergreen and long-lived,summer,afternoon
Rose,Musa acuminata,No,Endangered,Tropical Forests,Jaipur,Central India,Evergreen and long-lived,spring,morning
Sunflower,Cactaceae,Yes,Endangered,Orchards,Chennai,West India,Sacred plant in India,spring,night
Tulsi,Mangifera indica,Yes,Least Concern,Mountains,Delhi,Central India,Survives in arid climates,spring,morning
Banana Plant,Rosa indica,Yes,Least Concern,Fields,Bangalore,North India,Turns towards the sun,summer,night
Sunflower,Nelumbo nucifera,No,Vulnerable,Tropical Forests,Ahmedabad,West India,National flower of India,summer,morning
Rose,Azadirachta indica,No,Endangered,Wetlands,Pune,South India,National flower of India,winter,morning
Rose,Pinus,Yes,Near Threatened,Mountains,Lucknow,Central India,Known for medicinal properties,summer,afternoon
Banana Plant,Pinus,Yes,Endangered,Deserts,Delhi,South India,Fast-growing and high yield,winter,night
Lotus,Helianthus annuus,Yes,Least Concern,Grasslands,Hyderabad,South India,Healing properties for skin,spring,morning
Tulsi,Helianthus annuus,No,Near Threatened,Rainforests,Bangalore,East India,Fast-growing and high yield,monsoon,afternoon
Banana Plant,Musa acuminata,No,Endangered,Tropical Forests,Hyderabad,West India,Evergreen and long-lived,summer,night
Rose,Azadirachta indica,No,Near Threatened,Fields,Amravati,West India,Produces delicious fruit,monsoon,night
Neem Tree,Nelumbo nucifera,No,Endangered,Rainforests,Pune,Northeast India,Evergreen and long-lived,spring,afternoon
Lotus,Ocimum sanctum,Yes,Endangered,Mountains,Lucknow,Central India,Survives in arid climates,winter,night
Rose,Ocimum sanctum,Yes,Endangered,Tropical Forests,Jaipur,Central India,Survives in arid climates,summer,morning
Tulsi,Cactaceae,No,Vulnerable,Deserts,Jaipur,South India,National flower of India,monsoon,morning
Aloe Vera,Ocimum sanctum,No,Endangered,Orchards,Bangalore,Central India,Symbol of love and beauty,monsoon,morning
Aloe Vera,Mangifera indica,No,Endangered,Mountains,Delhi,West India,Healing properties for skin,spring,afternoon
Aloe Vera,Aloe barbadensis,Yes,Vulnerable,Wetlands,Jaipur,West India,Produces delicious fruit,monsoon,afternoon
Mango Tree,Pinus,No,Endangered,Mountains,Chennai,North India,Produces delicious fruit,winter,night
Rose,Musa acuminata,No,Least Concern,Urban Gardens,Chennai,Central India,Fast-growing and high yield,spring,afternoon
Lotus,Mangifera indica,No,Least Concern,Rainforests,Pune,Central India,Survives in arid climates,spring,night
Mango Tree,Nelumbo nucifera,No,Least Concern,Deserts,Chennai,West India,National flower of India,spring,night
Banana Plant,Aloe barbadensis,Yes,Endangered,Wetlands,Chennai,East India,Turns towards the sun,spring,afternoon
Mango Tree,Aloe barbadensis,Yes,Near Threatened,Wetlands,Mumbai,Central India,Fast-growing and high yield,winter,morning
Neem Tree,Nelumbo nucifera,No,Endangered,Grasslands,Amravati,Northeast India,Known for medicinal properties,summer,morning
Mango Tree,Pinus,Yes,Vulnerable,Rainforests,Delhi,West India,Symbol of love and beauty,summer,morning
Tulsi,Musa acuminata,No,Least Concern,Urban Gardens,Kolkata,East India,Known for medicinal properties,winter,night
Sunflower,Azadirachta indica,No,Endangered,Coastal Forests,Amravati,North India,Survives in arid climates,winter,night
Neem Tree,Rosa indica,No,Vulnerable,Grasslands,Ahmedabad,South India,National flower of India,spring,night
Rose,Nelumbo nucifera,No,Least Concern,Orchards,Jaipur,West India,Known for medicinal properties,monsoon,afternoon
Neem Tree,Musa acuminata,No,Endangered,Grasslands,Lucknow,South India,Symbol of love and beauty,spring,morning
Rose,Cactaceae,No,Near Threatened,Deserts,Pune,South India,Fast-growing and high yield,summer,afternoon
Tulsi,Cactaceae,Yes,Near Threatened,Deserts,Bangalore,Northeast India,Symbol of love and beauty,monsoon,morning
Lotus,Helianthus annuus,No,Near Threatened,Coastal Forests,Bangalore,South India,Healing properties for skin,monsoon,morning
Tulsi,Ocimum sanctum,Yes,Least Concern,Coastal Forests,Amravati,North India,National flower of India,monsoon,night
Aloe Vera,Mangifera indica,No,Vulnerable,Rainforests,Chennai,East India,Known for medicinal properties,winter,afternoon
Tulsi,Rosa indica,Yes,Least Concern,Wetlands,Jaipur,Central India,Survives in arid climates,monsoon,morning
Mango Tree,Cactaceae,No,Near Threatened,Orchards,Hyderabad,West India,Symbol of love and beauty,summer,morning
Tulsi,Rosa indica,Yes,Endangered,Coastal Forests,Jaipur,West India,Turns towards the sun,summer,afternoon
Sunflower,Helianthus annuus,Yes,Vulnerable,Mountains,Jaipur,North India,Turns towards the sun,monsoon,morning
Banana Plant,Aloe barbadensis,Yes,Endangered,Orchards,Delhi,North India,Known for medicinal properties,winter,night
Sunflower,Helianthus annuus,No,Least Concern,Mountains,Chennai,North India,Healing properties for skin,spring,afternoon
Pine Tree,Nelumbo nucifera,No,Near Threatened,Tropical Forests,Delhi,Northeast India,Known for medicinal properties,winter,afternoon
Sunflower,Ocimum sanctum,Yes,Near Threatened,Tropical Forests,Pune,Northeast India,Survives in arid climates,monsoon,night
Sunflower,Helianthus annuus,Yes,Least Concern,Mountains,Nagpur,West India,Fast-growing and high yield,summer,night
Cactus,Ocimum sanctum,Yes,Near Threatened,Grasslands,Ahmedabad,South India,Healing properties for skin,spring,afternoon
Tulsi,Cactaceae,Yes,Vulnerable,Tropical Forests,Jaipur,West India,Known for medicinal properties,summer,night
Sunflower,Mangifera indica,No,Vulnerable,Orchards,Amravati,Northeast India,Produces delicious fruit,winter,morning
Cactus,Cactaceae,No,Near Threatened,Orchards,Nagpur,Northeast India,Produces delicious fruit,monsoon,night
Banana Plant,Pinus,No,Near Threatened,Grasslands,Kolkata,East India,Symbol of love and beauty,winter,afternoon
Cactus,Aloe barbadensis,Yes,Least Concern,Orchards,Ahmedabad,Northeast India,Healing properties for skin,spring,afternoon
Lotus,Rosa indica,No,Least Concern,Rainforests,Jaipur,Central India,Turns towards the sun,spring,morning
Banana Plant,Cactaceae,No,Vulnerable,Orchards,Nagpur,East India,Symbol of love and beauty,summer,night
Pine Tree,Helianthus annuus,No,Least Concern,Deserts,Kolkata,North India,National flower of India,summer,morning
Aloe Vera,Helianthus annuus,Yes,Vulnerable,Grasslands,Kolkata,South India,National flower of India,spring,morning
Aloe Vera,Azadirachta indica,No,Near Threatened,Mountains,Kolkata,Northeast India,Sacred plant in India,winter,morning
Banana Plant,Ocimum sanctum,No,Vulnerable,Mountains,Lucknow,West India,Produces delicious fruit,winter,morning
Pine Tree,Nelumbo nucifera,No,Endangered,Grasslands,Jaipur,West India,Known for medicinal properties,spring,morning
Banana Plant,Cactaceae,Yes,Vulnerable,Deserts,Kolkata,Central India,Healing properties for skin,spring,afternoon
